PERIODO;ETAPA;CURSO;TURNO;Nº EXP;NOTA1;NOTA2;NOTA3;NOTA4;NOTA5;NOTA6;MEDIA;APROBADO;FALTAS ACUMULADAS;SEXO;EDAD;LOCALIDAD;Nacionalidad
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-22-AYF-2019;6,0;9,0;9,0;6,0;9,0;9,0;8,0;SI;43;M;22;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-23-AYF-2019;7,0;7,0;9,0;8,0;9,0;10,0;8,3;SI;18;M;28;CAÑAVERAS;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-24-AYF-2019;6,0;9,0;9,0;6,0;7,0;8,0;7,5;SI;6;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-25-AYF-2019;6,0;6,0;9,0;8,0;9,0;6,0;7,3;SI;48;M;23;ALPEDRETE;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-26-AYF-2019;7,0;6,0;7,0;8,0;9,0;7,0;7,3;SI;22;M;22;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-27-AYF-2019;6,0;7,0;8,0;8,0;9,0;8,0;7,7;SI;32;M;26;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-28-AYF-2019;6,0;6,0;9,0;9,0;6,0;5;7,2;SI;12;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-29-AYF-2019;5,0;8,0;9,0;8,0;8,0;8;7,6;SI;100;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;VESPERTINO;A1-30-AYF-2019;8,0;8,0;7,0;8,0;8,0;9,0;8,0;SI;108;M;32;MADRID;PORTUGUESA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-18-DAMM-2018;9,0;9,0;9,0;9,0;10,0;8,0;9,0;SI;6;M;30;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-05-AYFM-2019;6,0;2,0;7,0;1,0;4,0;2,0;3,7;NO;10;M;21;ALCOBENDAS;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-03-AYFM-2019;9,0;8,0;8,0;9,0;10,0;8,0;8,7;SI;31;M;21;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-12-AYFM-2019;6,0;4,0;6,0;3,0;4,0;7,0;5,0;SI;49;M;24;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-06-AYFM-2019;9,0;8,0;9,0;8,0;9,0;7,0;8,3;SI;17;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-10-AYFM-2019;7,0;7,0;8,0;8,0;9,0;8,0;7,8;SI;133;M;20;MADRID;RUMANA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-04-AYF-2019;8,0;4,0;6,0;8,0;9,0;6,0;6,8;SI;65;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-09-AYFM-2019;8,0;7,0;7,0;8,0;7,0;6,0;7,2;SI;73;M;19;TRES CANTOS;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-08-AYFM-2019;9,0;8,0;9,0;9,0;10,0;8,0;8,8;SI;19;M;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-13-AYFM-2019;8,0;9,0;8,0;9,0;7,0;7,0;8,0;SI;97;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-02-AYFM-2019;9,0;9,0;9,0;9,0;10,0;8,0;9,0;SI;19;H;18;LOECHES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-01-AYFM-2019;9,0;9,0;9,0;9,0;9,0;8,0;8,8;SI;9;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-11-AYFM-2019;9,0;8,0;9,0;9,0;10,0;8,0;8,8;SI;73;H;19;MORALZARZAL;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-14-AYFM-2019;8,0;9,0;8,0;9,0;7,0;7,0;8,0;SI;19;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-15-AYFM-2019;9,0;9,0;9,0;9,0;10,0;8,0;9,0;SI;97;M;20;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-16-AYFM-2019;9,0;9,0;9,0;9,0;9,0;8,0;8,8;SI;19;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-17-AYFM-2019;6,0;2,0;7,0;1,0;4,0;2,0;3,7;NO;9;H;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-18-AYFM-2019;9,0;8,0;8,0;9,0;10,0;8,0;8,7;SI;6;M;21;MOSTOLES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-19-AYFM-2019;9,0;9,0;9,0;9,0;10,0;8,0;9,0;SI;10;M;28;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-20-AYFM-2019;6,0;2,0;7,0;1,0;4,0;2,0;3,7;NO;10;M;18;ALCORCON;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-21-AYFM-2019;9,0;8,0;8,0;9,0;10,0;8,0;8,7;SI;31;H;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-22-AYFM-2019;6,0;4,0;6,0;3,0;4,0;7,0;5,0;SI;49;M;18;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-23-AYFM-2019;9,0;8,0;9,0;8,0;9,0;7,0;8,3;SI;17;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-24-AYFM-2019;7,0;7,0;8,0;8,0;9,0;8,0;7,8;SI;133;M;18;VALDEMORO;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-25-AYF-2019;8,0;4,0;6,0;8,0;9,0;6,0;6,8;SI;65;H;21;MADRID;BOLIVIANA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-26-AYFM-2019;8,0;7,0;7,0;8,0;7,0;6,0;7,2;SI;73;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-27-AYFM-2019;9,0;8,0;9,0;9,0;10,0;8,0;8,8;SI;19;M;32;LEGANES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-28-AYFM-2019;8,0;9,0;8,0;9,0;7,0;7,0;8,0;SI;97;M;30;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-29-AYFM-2019;9,0;9,0;9,0;9,0;10,0;8,0;9,0;SI;19;M;21;CIEMPOZUELOS;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF1;DIURNO;A1-30-AYFM-2019;9,0;9,0;9,0;9,0;9,0;8,0;8,8;SI;9;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-13-AYFM-2018;6,0;6,0;6,0;6,0;7,0;7,0;6,3;SI;58;M;24;TORREJON DE ARDOZ;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-11-AYFM-2018;5,0;7,0;6,0;7,0;7,0;8,0;6,7;SI;43;M;20;MADRID;RUMANA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-14-AYFM-2018;8,0;8,0;8,0;8,0;8,0;10,0;8,3;SI;27;M;20;VALDEMORO;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-19-AYFM-2018;6,0;6,0;7,0;6,0;8,0;8,0;6,8;SI;87;H;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-08-AYFM-2018;5,0;6,0;6,0;6,0;7,0;7,0;6,2;SI;92;M;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-09-AYFM-2018;5,0;5,0;6,0;6,0;7,0;6,0;5,8;SI;37;M;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-20-AYFM-2018;5,0;7,0;6,0;6,0;7,0;7,0;6,3;SI;115;M;19;MORATA DE TAJUÑA;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-04-AYFM-2018;5,0;8,0;8,0;6,0;8,0;8,0;7,2;SI;15;M;22;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-17-AYFM-2018;7,0;7,0;7,0;7,0;8,0;8,0;7,3;SI;91;M;28;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-18-AYFM-2018;8,0;8,0;7,0;8,0;8,0;10,0;8,2;SI;32;H;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-05-AYFM-2018;6,0;7,0;6,0;6,0;7,0;7,0;6,5;SI;49;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-16-AYFM-2018;5,0;6,0;6,0;6,0;7,0;6,0;6,0;SI;108;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-01-AYFM-2018;5,0;6,0;6,0;6,0;7,0;7,0;6,2;SI;58;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-02-AYFM-2018;5,0;5,0;6,0;6,0;7,0;6,0;5,8;SI;43;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-03-AYFM-2018;5,0;7,0;6,0;6,0;7,0;7,0;6,3;SI;27;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-06-AYFM-2018;5,0;8,0;8,0;6,0;8,0;8,0;7,2;SI;87;M;24;NUEVO BAZTAN;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-07-AYFM-2018;7,0;7,0;7,0;7,0;8,0;8,0;7,3;SI;10;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-10-AYFM-2018;8,0;8,0;7,0;8,0;8,0;10,0;8,2;SI;0;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-12-AYFM-2018;6,0;7,0;6,0;6,0;7,0;7,0;6,5;SI;4;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-15-AYFM-2018;6,0;7,0;6,0;6,0;7,0;7,0;6,5;SI;4;M;19;ZIERBENA;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-20-AYFM-2018;6,0;6,0;6,0;6,0;7,0;7,0;6,3;SI;4;M;22;MADRID;PERUANA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-21-AYFM-2018;5,0;7,0;6,0;7,0;7,0;8,0;6,7;SI;6;M;28;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-22-AYFM-2018;8,0;8,0;8,0;8,0;8,0;10,0;8,3;SI;1;M;18;GETAFE;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-23-AYFM-2018;6,0;6,0;7,0;6,0;8,0;8,0;6,8;SI;14;M;23;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-24-AYFM-2018;8,0;8,0;8,0;8,0;8,0;10,0;8,3;SI;0;M;22;ARGANDA DEL REY;PERUANA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-25-AYFM-2018;5,0;7,0;6,0;7,0;7,0;8,0;6,7;SI;12;M;26;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-26-AYFM-2018;8,0;8,0;8,0;8,0;8,0;10,0;8,3;SI;1;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-27-AYFM-2018;5,0;7,0;6,0;6,0;7,0;7,0;6,3;SI;14;M;21;GETAFE;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-28-AYFM-2018;5,0;7,0;6,0;7,0;7,0;8,0;6,7;SI;14;M;32;COSLADA;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;DIURNO;A1-29-AYFM-2018;5,0;7,0;6,0;6,0;7,0;7,0;6,3;SI;14;M;30;SAN SEBASTIAN DE LOS REYES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-13-AYF-2018;6,0;6,0;7,0;5,0;7,0;5,0;6,0;SI;20;M;21;ARGANDA DEL REY;PERUANA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-11-AYF-2018;8,0;7,0;8,0;6,0;6,0;7,0;7,0;SI;3;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-14-AYF-2018;9,0;8,0;10,0;8,0;9,0;9,0;8,8;SI;1;M;24;ARGANDA DEL REY;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-19-AYF-2018;7,0;8,0;9,0;8,0;7,0;8,0;7,8;SI;10;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-03-AYF-2018;7,0;6,0;8,0;6,0;6,0;7,0;6,7;SI;20;M;20;PINTO;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-01-AYF-2018;6,0;5,0;6,0;6,0;5,0;5,0;5,5;SI;66;M;18;TRES CANTOS;PERUANA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-06-AYF-2018;6,0;5,0;7,0;5,0;5,0;5,0;5,5;SI;46;M;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-08-AYF-2018;6,0;7,0;8,0;6,0;7,0;6,0;6,7;SI;32;M;19;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-09-AYF-2018;7,0;6,0;8,0;6,0;5,0;6,0;6,3;SI;32;H;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-20-AYF-2018;6,0;6,0;8,0;7,0;6,0;7,0;6,7;SI;32;M;18;SOTILLO DE LADRADA;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-04-AYF-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;34;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-17-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;4;M;19;FUENLABRADA;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-18-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;8;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-15-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;24;M;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-02-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;14;H;20;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-05-AYF-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;12;M;18;CIEMPOZUELOS;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-16-AYF-2018;8,0;7,0;10,0;9,0;8,0;7,0;8,2;SI;1;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-30-AYF-2018;6,0;6,0;8,0;7,0;6,0;7,0;6,7;SI;10;M;28;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-29-AYF-2018;8,0;7,0;9,0;7,0;8,0;7,0;7,7;SI;24;M;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-28-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;0;M;19;ALCALÁ DE HENARES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-27-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;0;M;18;TORREJON DE ARDOZ;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-26-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;26;H;18;ALGETE;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-25-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;14;H;18;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-24-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;22;H;21;SAN SEBASTIAN DE LOS REYES;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-23-AYF-2018;9,0;8,0;8,0;6,0;7,0;7,0;7,5;SI;18;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-22-AYF-2018;8,0;8,0;9,0;8,0;9,0;8,0;8,3;SI;46;H;32;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-21-AYF-2018;9,0;9,0;9,0;7,0;9,0;7,0;8,3;SI;8;M;30;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-07-AYF-2018;6,0;5,0;8,0;6,0;7,0;5,0;6,2;SI;24;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-02-AYF-2018;7,0;6,0;8,0;7,0;7,0;8,0;7,2;SI;22;M;21;MADRID;ESPAÑOLA
2019-2020;ADMINISTRACIÓN ;AYF2;VESPERTINO;A1-16-AYFM-2018;8,0;7,0;10,0;9,0;8,0;7,0;8,2;SI;9;M;24;LOECHES;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-10-DAMM-2019;8,0;8,0;9,0;8,0;5,0;7,0;7,5;SI;7;H;20;GETAFE;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-35-SMR-2017;7,0;7,0;5,0;9,0;7,0;9,0;7,3;SI;35;H;20;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-17-DAMM-2019;6,0;8,0;8,0;9,0;5,0;7,0;7,2;SI;62;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-12-DAMM-2019;5,0;6,0;7,0;8,0;5,0;7,0;6,3;SI;37;H;19;MORALZARZAL;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-04-DAMM-2019;0,0;0,0;0,0;0,0;0,0;0,0;0,0;NO;110;H;19;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-07-DAMM-2019;6,0;7,0;7,0;9,0;5,0;8,0;7,0;SI;12;H;19;RIVAS-VACIAMADRID;PERUANA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-05-DAMM-2019;8,0;9,0;9,0;9,0;7,0;8,0;8,3;SI;19;H;22;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-06-DAMM-2019;8,0;9,0;9,0;9,0;7,0;9,0;8,5;SI;8;H;28;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-15-DAMM-2019;6,0;7,0;7,0;8,0;5,0;8,0;6,8;SI;4;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-09-DAMM-2019;9,0;10,0;10,0;9,0;8,0;10,0;9,3;SI;1;H;18;MADRID;PERUANA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-23-ASIRM-2017;5,0;7,0;5,0;9,0;6,0;5,0;6,2;SI;12;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-03-DAMM-2019;0,0;0,0;5,0;0,0;0,0;0,0;0,8;NO;55;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-09-SMR-2017;5,0;6,0;5,0;7,0;5,0;7,0;5,8;SI;4;H;21;MOSTOLES;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-17-SMR-2017;5,0;5,0;5,0;5,0;5,0;6,0;5,2;SI;19;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-02-DAMM-2019;6,0;7,0;6,0;6,0;6,0;5,0;6,0;SI;30;H;24;ALCORCON;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-07-DAMT-2017;6,0;5,0;7,0;5,0;6,0;5,0;5,7;SI;23;H;18;MADRID;PERUANA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-13-DAMM-2019;5,0;6,0;8,0;6,0;5,0;6,0;6,0;SI;43;H;18;RIVAS-VACIAMADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-27-SMR-2017;5,0;5,0;5,0;5,0;5,0;5,0;5,0;SI;80;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-25-SMR-2017;0,0;0,0;5,0;0,0;0,0;0,0;0,8;NO;210;H;19;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-10-SMR-2017;5,0;6,0;5,0;6,0;5,0;7,0;5,7;SI;20;H;22;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-08-DAM-2019;7,0;7,0;7,0;8,0;5,0;8,0;7,0;SI;61;H;28;TALARRUBIAS;PERUANA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-18-DAMM-2019;6,0;6,0;9,0;7,0;5,0;7,0;6,7;SI;7;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-16-DAMM-2019;5,0;6,0;5,0;7,0;5,0;7,0;5,8;SI;19;H;23;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-14-SMR-2017;5,0;5,0;5,0;5,0;5,0;5,0;5,0;SI;0;H;19;LEGANES;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-01-DAMM-2019;5,0;6,0;5,0;7,0;5,0;7,0;5,8;SI;61;H;22;LEGANES;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-07-DAMM-2019;5,0;5,0;5,0;5,0;5,0;6,0;5,2;SI;7;H;28;CIEMPOZUELOS;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-11-DAMM-2019;7,0;7,0;7,0;8,0;5,0;8,0;7,0;SI;19;H;18;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-19-DAMM-2019;7,0;7,0;7,0;8,0;5,0;8,0;7,0;SI;0;H;23;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-20-DAMM-2019;8,0;9,0;9,0;9,0;7,0;9,0;8,5;SI;19;H;22;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;DIURNO;A1-21-DAMM-2019;8,0;9,0;9,0;9,0;7,0;9,0;8,5;SI;0;H;26;ALCALÁ DE HENARES;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-05-DAMT-2019;9,0;9,0;5,0;9,0;8,0;9,0;8,2;SI;5;H;21;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-03-DAMT2019;10,0;8,0;9,0;9,0;8,0;8,0;8,7;SI;35;M;21;COSLADA;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-06-DAMT-2019;10,0;9,0;10,0;10,0;7,0;9,0;9,2;SI;0;H;32;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-01-DAMT-2019;0,0;0,0;0,0;0,0;1,0;0,0;0,2;NO;140;H;30;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-22-SMR-2017;8,0;7,0;5,0;8,0;1,0;8,0;6,2;SI;58;H;21;ALCALÁ DE HENARES;BULGARA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-07-DAMT-2019;8,0;8,0;5,0;8,0;1,0;7,0;6,2;SI;59;H;21;FUENLABRADA;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-20-ASIRT-2017;5,0;9,0;5,0;10,0;8,0;5,0;7,0;SI;21;H;24;GETAFE;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-02-DAMT-2019;9,0;7,0;9,0;1,0;5,0;8,0;6,5;SI;12;H;20;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM1;VESPERTINO;A1-04-DAMT-2019;8,0;9,0;9,0;9,0;1,0;8,0;7,3;SI;12;H;20;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-20-DAMM-2018;7,0;8,0;7,0;8,0;7,0;8,0;7,5;SI;34;H;18;BOADILLA DEL MONTE;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-31-DAMM-2018;7,0;5,0;7,0;8,0;6,0;7,0;6,7;SI;41;H;19;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-27-DAMM-2018;6,0;5,0;7,0;8,0;6,0;7,0;6,5;SI;107;H;19;MADRID;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-13-DAMM-2018;8,0;8,0;7,0;8,0;7,0;10,0;8,0;SI;45;H;26;ARGANDA DEL REY;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-10-DAMM-2018;9,0;10,0;5,0;10,0;9,0;9,0;8,7;SI;13;H;18;VALDEMORO;ESPAÑOLA
2019-2020;INFORMATICA;DAM2;DIURNO;A1-23-DAMM-2018;7,0;9,0;7,0;9,0;7,0;8,0;7,8;SI;37;H;18;MOSTOLES;ESPAÑOLA
